ticker,date,hold_days,hybrid_signal,confidence,price_change_pct,correct
TSLA,2025-01-30,5,SELL,55,-6.49,True
TSLA,2025-01-30,10,SELL,55,-11.08,True
TSLA,2025-01-30,20,SELL,55,-26.81,True
TSLA,2025-01-31,5,SELL,55,-10.62,True
TSLA,2025-01-31,10,SELL,55,-12.05,True
TSLA,2025-01-31,20,SELL,55,-29.65,True
TSLA,2025-02-03,5,SELL,55,-8.59,True
TSLA,2025-02-03,10,SELL,55,-7.71,True
TSLA,2025-02-03,20,SELL,55,-29.1,True
TSLA,2025-02-04,5,SELL,55,-16.24,True
TSLA,2025-02-04,10,SELL,55,-8.07,True
TSLA,2025-02-04,20,SELL,55,-28.84,True
TSLA,2025-02-05,5,SELL,55,-11.02,True
TSLA,2025-02-05,10,SELL,55,-6.29,True
TSLA,2025-02-05,20,SELL,55,-30.34,True
TSLA,2025-02-06,5,SELL,55,-4.91,True
TSLA,2025-02-06,10,SELL,55,-9.76,True
TSLA,2025-02-06,20,SELL,55,-29.83,True
TSLA,2025-02-10,5,SELL,55,0.96,False
TSLA,2025-02-10,10,SELL,55,-13.67,True
TSLA,2025-02-10,20,SELL,55,-34.26,True
TSLA,2025-02-11,5,SELL,55,9.76,False
TSLA,2025-02-11,10,SELL,55,-11.48,True
TSLA,2025-02-11,20,SELL,55,-24.48,True
TSLA,2025-02-12,5,SELL,55,5.32,False
TSLA,2025-02-12,10,SELL,55,-16.21,True
TSLA,2025-02-12,20,SELL,55,-28.48,True
TSLA,2025-02-13,5,SELL,55,-5.1,True
TSLA,2025-02-13,10,SELL,55,-17.69,True
TSLA,2025-02-13,20,SELL,55,-29.77,True
TSLA,2025-02-14,5,SELL,55,-7.11,True
TSLA,2025-02-14,10,SELL,55,-20.01,True
TSLA,2025-02-14,20,SELL,55,-33.11,True
TSLA,2025-02-18,5,SELL,55,-14.49,True
TSLA,2025-02-18,10,SELL,55,-23.18,True
TSLA,2025-02-18,20,SELL,55,-36.37,True
TSLA,2025-02-19,5,SELL,55,-19.35,True
TSLA,2025-02-19,10,SELL,55,-22.59,True
TSLA,2025-02-19,20,SELL,55,-34.59,True
TSLA,2025-02-20,5,SELL,55,-20.44,True
TSLA,2025-02-20,10,SELL,55,-25.66,True
TSLA,2025-02-20,20,SELL,55,-33.34,True
TSLA,2025-02-21,5,SELL,55,-13.27,True
TSLA,2025-02-21,10,SELL,55,-22.24,True
TSLA,2025-02-21,20,SELL,55,-26.37,True
TSLA,2025-02-24,5,SELL,55,-13.88,True
TSLA,2025-02-24,10,SELL,55,-32.79,True
TSLA,2025-02-24,20,SELL,55,-15.77,True
TSLA,2025-02-25,5,SELL,55,-10.16,True
TSLA,2025-02-25,10,SELL,55,-23.85,True
TSLA,2025-02-25,20,SELL,55,-4.84,True
TSLA,2025-02-26,5,SELL,55,-4.02,True
TSLA,2025-02-26,10,SELL,55,-14.69,True
TSLA,2025-02-26,20,SELL,55,-6.44,True
TSLA,2025-02-27,5,SELL,55,-6.56,True
TSLA,2025-02-27,10,SELL,55,-14.64,True
TSLA,2025-02-27,20,SELL,55,-3.13,True
TSLA,2025-02-28,5,SELL,55,-10.35,True
TSLA,2025-02-28,10,SELL,55,-14.68,True
TSLA,2025-02-28,20,SELL,55,-10.05,True
TSLA,2025-03-03,5,BUY,55,-21.96,False
TSLA,2025-03-03,10,BUY,55,-16.39,False
TSLA,2025-03-03,20,BUY,55,-8.95,False
TSLA,2025-03-04,5,BUY,55,-15.24,False
TSLA,2025-03-04,10,BUY,55,-17.18,False
TSLA,2025-03-04,20,BUY,55,-1.32,False
TSLA,2025-03-05,5,BUY,55,-11.11,False
TSLA,2025-03-05,10,BUY,55,-15.49,False
TSLA,2025-03-05,20,BUY,55,1.31,True
TSLA,2025-03-06,5,SELL,55,-8.64,True
