ticker,date,strategy,signal,horizon,entry_price,future_price,markout_pct
AAPL,2022-02-01,RL,BUY,3,170.86,168.91,-1.1456
AAPL,2022-02-01,RL,BUY,5,170.86,171.3,0.2536
AAPL,2022-02-01,RL,BUY,10,170.86,169.3,-0.9163
AAPL,2022-02-01,RL,BUY,21,170.86,162.87,-4.678
AAPL,2022-02-02,Hybrid,BUY,1,172.07,169.19,-1.672
AAPL,2022-02-02,Hybrid,BUY,2,172.07,168.91,-1.8371
AAPL,2022-02-02,Hybrid,BUY,3,172.07,168.19,-2.2528
AAPL,2022-02-02,Hybrid,BUY,5,172.07,172.72,0.378
AAPL,2022-02-02,Hybrid,BUY,10,172.07,169.06,-1.746
AAPL,2022-02-02,Hybrid,BUY,21,172.07,159.87,-7.0872
AAPL,2022-02-02,RL,BUY,1,172.07,169.19,-1.672
AAPL,2022-02-02,RL,BUY,2,172.07,168.91,-1.8371
AAPL,2022-02-02,RL,BUY,3,172.07,168.19,-2.2528
AAPL,2022-02-02,RL,BUY,5,172.07,172.72,0.378
AAPL,2022-02-02,RL,BUY,10,172.07,169.06,-1.746
AAPL,2022-02-02,RL,BUY,21,172.07,159.87,-7.0872
AAPL,2022-02-03,Hybrid,BUY,1,169.19,168.91,-0.1679
AAPL,2022-02-03,Hybrid,BUY,2,169.19,168.19,-0.5907
AAPL,2022-02-03,Hybrid,BUY,3,169.19,171.3,1.2451
AAPL,2022-02-03,Hybrid,BUY,5,169.19,168.64,-0.3243
AAPL,2022-02-03,Hybrid,BUY,10,169.19,165.47,-2.2006
AAPL,2022-02-03,Hybrid,BUY,21,169.19,156.08,-7.7484
AAPL,2022-02-03,RL,BUY,1,169.19,168.91,-0.1679
AAPL,2022-02-03,RL,BUY,2,169.19,168.19,-0.5907
AAPL,2022-02-03,RL,BUY,3,169.19,171.3,1.2451
AAPL,2022-02-03,RL,BUY,5,169.19,168.64,-0.3243
AAPL,2022-02-03,RL,BUY,10,169.19,165.47,-2.2006
AAPL,2022-02-03,RL,BUY,21,169.19,156.08,-7.7484
AAPL,2022-02-04,Hybrid,BUY,1,168.91,168.19,-0.4234
AAPL,2022-02-04,Hybrid,BUY,2,168.91,171.3,1.4154
AAPL,2022-02-04,Hybrid,BUY,3,168.91,172.72,2.2565
AAPL,2022-02-04,Hybrid,BUY,5,168.91,165.23,-2.1753
AAPL,2022-02-04,Hybrid,BUY,10,168.91,163.92,-2.9526
AAPL,2022-02-04,Hybrid,BUY,21,168.91,154.26,-8.6722
AAPL,2022-02-04,RL,BUY,1,168.91,168.19,-0.4234
AAPL,2022-02-04,RL,BUY,2,168.91,171.3,1.4154
AAPL,2022-02-04,RL,BUY,3,168.91,172.72,2.2565
AAPL,2022-02-04,RL,BUY,5,168.91,165.23,-2.1753
AAPL,2022-02-04,RL,BUY,10,168.91,163.92,-2.9526
AAPL,2022-02-04,RL,BUY,21,168.91,154.26,-8.6722
AAPL,2022-02-07,Hybrid,BUY,1,168.19,171.3,1.8467
AAPL,2022-02-07,Hybrid,BUY,2,168.19,172.72,2.6914
AAPL,2022-02-07,Hybrid,BUY,3,168.19,168.64,0.268
AAPL,2022-02-07,Hybrid,BUY,5,168.19,165.47,-1.6195
AAPL,2022-02-07,Hybrid,BUY,10,168.19,161.0,-4.2759
AAPL,2022-02-07,Hybrid,BUY,21,168.19,159.66,-5.074
AAPL,2022-02-07,RL,BUY,1,168.19,171.3,1.8467
AAPL,2022-02-07,RL,BUY,2,168.19,172.72,2.6914
AAPL,2022-02-07,RL,BUY,3,168.19,168.64,0.268
AAPL,2022-02-07,RL,BUY,5,168.19,165.47,-1.6195
AAPL,2022-02-07,RL,BUY,10,168.19,161.0,-4.2759
AAPL,2022-02-07,RL,BUY,21,168.19,159.66,-5.074
AAPL,2022-02-08,Hybrid,BUY,1,171.3,172.72,0.8294
AAPL,2022-02-08,Hybrid,BUY,2,171.3,168.64,-1.5501
AAPL,2022-02-08,Hybrid,BUY,3,171.3,165.23,-3.5406
AAPL,2022-02-08,Hybrid,BUY,5,171.3,169.3,-1.1669
AAPL,2022-02-08,Hybrid,BUY,10,171.3,156.83,-8.4425
AAPL,2022-02-08,Hybrid,BUY,21,171.3,155.32,-9.3291
AAPL,2022-02-08,RL,BUY,1,171.3,172.72,0.8294
AAPL,2022-02-08,RL,BUY,2,171.3,168.64,-1.5501
AAPL,2022-02-08,RL,BUY,3,171.3,165.23,-3.5406
AAPL,2022-02-08,RL,BUY,5,171.3,169.3,-1.1669
AAPL,2022-02-08,RL,BUY,10,171.3,156.83,-8.4425
AAPL,2022-02-08,RL,BUY,21,171.3,155.32,-9.3291
AAPL,2022-02-09,Hybrid,BUY,1,172.72,168.64,-2.3599
AAPL,2022-02-09,Hybrid,BUY,2,172.72,165.23,-4.334
AAPL,2022-02-09,Hybrid,BUY,3,172.72,165.47,-4.1979
AAPL,2022-02-09,Hybrid,BUY,5,172.72,169.06,-2.116
AAPL,2022-02-09,Hybrid,BUY,10,172.72,159.45,-7.681
AAPL,2022-02-09,Hybrid,BUY,21,172.72,151.6,-12.2249
AAPL,2022-02-09,RL,BUY,1,172.72,168.64,-2.3599
AAPL,2022-02-09,RL,BUY,2,172.72,165.23,-4.334
AAPL,2022-02-09,RL,BUY,3,172.72,165.47,-4.1979
AAPL,2022-02-09,RL,BUY,5,172.72,169.06,-2.116
AAPL,2022-02-09,RL,BUY,10,172.72,159.45,-7.681
AAPL,2022-02-09,RL,BUY,21,172.72,151.6,-12.2249
AAPL,2022-02-10,Hybrid,BUY,1,168.64,165.23,-2.0218
AAPL,2022-02-10,Hybrid,BUY,2,168.64,165.47,-1.8824
AAPL,2022-02-10,Hybrid,BUY,3,168.64,169.3,0.3893
AAPL,2022-02-10,Hybrid,BUY,5,168.64,165.47,-1.8824
AAPL,2022-02-10,Hybrid,BUY,10,168.64,161.52,-4.2238
AAPL,2022-02-10,Hybrid,BUY,21,168.64,147.58,-12.4913
AAPL,2022-02-10,RL,BUY,1,168.64,165.23,-2.0218
AAPL,2022-02-10,RL,BUY,2,168.64,165.47,-1.8824
AAPL,2022-02-10,RL,BUY,3,168.64,169.3,0.3893
AAPL,2022-02-10,RL,BUY,5,168.64,165.47,-1.8824
AAPL,2022-02-10,RL,BUY,10,168.64,161.52,-4.2238
AAPL,2022-02-10,RL,BUY,21,168.64,147.58,-12.4913
AAPL,2022-02-11,Hybrid,BUY,1,165.23,165.47,0.1423
AAPL,2022-02-11,Hybrid,BUY,2,165.23,169.3,2.4609
AAPL,2022-02-11,Hybrid,BUY,3,165.23,169.06,2.3186
AAPL,2022-02-11,Hybrid,BUY,5,165.23,163.92,-0.7946
AAPL,2022-02-11,Hybrid,BUY,10,165.23,161.78,-2.0873
AAPL,2022-02-11,Hybrid,BUY,21,165.23,151.95,-8.0349
AAPL,2022-02-11,RL,BUY,1,165.23,165.47,0.1423
AAPL,2022-02-11,RL,BUY,2,165.23,169.3,2.4609
AAPL,2022-02-11,RL,BUY,3,165.23,169.06,2.3186
AAPL,2022-02-11,RL,BUY,5,165.23,163.92,-0.7946
AAPL,2022-02-11,RL,BUY,10,165.23,161.78,-2.0873
AAPL,2022-02-11,RL,BUY,21,165.23,151.95,-8.0349
AAPL,2022-02-14,Hybrid,BUY,1,165.47,169.3,2.3152
AAPL,2022-02-14,Hybrid,BUY,2,165.47,169.06,2.1731
AAPL,2022-02-14,Hybrid,BUY,3,165.47,165.47,0.0
AAPL,2022-02-14,Hybrid,BUY,5,165.47,161.0,-2.7001
AAPL,2022-02-14,Hybrid,BUY,10,165.47,159.9,-3.3633
AAPL,2022-02-14,Hybrid,BUY,21,165.47,156.36,-5.5009
AAPL,2022-02-14,RL,BUY,1,165.47,169.3,2.3152
AAPL,2022-02-14,RL,BUY,2,165.47,169.06,2.1731
AAPL,2022-02-14,RL,BUY,3,165.47,165.47,0.0
AAPL,2022-02-14,RL,BUY,5,165.47,161.0,-2.7001
AAPL,2022-02-14,RL,BUY,10,165.47,159.9,-3.3633
AAPL,2022-02-14,RL,BUY,21,165.47,156.36,-5.5009
AAPL,2022-02-15,Hybrid,BUY,1,169.3,169.06,-0.1389
AAPL,2022-02-15,Hybrid,BUY,2,169.3,165.47,-2.2628
AAPL,2022-02-15,Hybrid,BUY,3,169.3,163.92,-3.1773
AAPL,2022-02-15,Hybrid,BUY,5,169.3,156.83,-7.3615
AAPL,2022-02-15,Hybrid,BUY,10,169.3,163.19,-3.6055
AAPL,2022-02-15,Hybrid,BUY,21,169.3,157.37,-7.0432
AAPL,2022-02-15,RL,BUY,1,169.3,169.06,-0.1389
AAPL,2022-02-15,RL,BUY,2,169.3,165.47,-2.2628
AAPL,2022-02-15,RL,BUY,3,169.3,163.92,-3.1773
AAPL,2022-02-15,RL,BUY,5,169.3,156.83,-7.3615
AAPL,2022-02-15,RL,BUY,10,169.3,163.19,-3.6055
AAPL,2022-02-15,RL,BUY,21,169.3,157.37,-7.0432
AAPL,2022-02-16,Hybrid,BUY,1,169.06,165.47,-2.1269
AAPL,2022-02-16,Hybrid,BUY,2,169.06,163.92,-3.0426
AAPL,2022-02-16,Hybrid,BUY,3,169.06,161.0,-4.7696
AAPL,2022-02-16,Hybrid,BUY,5,169.06,159.45,-5.6853
AAPL,2022-02-16,Hybrid,BUY,10,169.06,162.87,-3.6627
AAPL,2022-02-16,Hybrid,BUY,21,169.06,160.67,-4.9667
AAPL,2022-02-16,RL,BUY,1,169.06,165.47,-2.1269
AAPL,2022-02-16,RL,BUY,2,169.06,163.92,-3.0426
AAPL,2022-02-16,RL,BUY,3,169.06,161.0,-4.7696
AAPL,2022-02-16,RL,BUY,5,169.06,159.45,-5.6853
AAPL,2022-02-16,RL,BUY,10,169.06,162.87,-3.6627
AAPL,2022-02-16,RL,BUY,21,169.06,160.67,-4.9667
AAPL,2022-02-17,Hybrid,BUY,1,165.47,163.92,-0.9356
AAPL,2022-02-17,Hybrid,BUY,2,165.47,161.0,-2.7001
AAPL,2022-02-17,Hybrid,BUY,3,165.47,156.83,-5.2167
AAPL,2022-02-17,Hybrid,BUY,5,165.47,161.52,-2.3863
AAPL,2022-02-17,Hybrid,BUY,10,165.47,159.87,-3.3811
AAPL,2022-02-17,Hybrid,BUY,21,165.47,162.04,-2.0725
AAPL,2022-02-17,RL,BUY,1,165.47,163.92,-0.9356
AAPL,2022-02-17,RL,BUY,2,165.47,161.0,-2.7001
AAPL,2022-02-17,RL,BUY,3,165.47,156.83,-5.2167
AAPL,2022-02-17,RL,BUY,5,165.47,161.52,-2.3863
AAPL,2022-02-17,RL,BUY,10,165.47,159.87,-3.3811
AAPL,2022-02-17,RL,BUY,21,165.47,162.04,-2.0725
AAPL,2022-02-18,Hybrid,BUY,1,163.92,161.0,-1.7812
AAPL,2022-02-18,Hybrid,BUY,2,163.92,156.83,-4.3216
AAPL,2022-02-18,Hybrid,BUY,3,163.92,159.45,-2.7257
AAPL,2022-02-18,Hybrid,BUY,5,163.92,161.78,-1.303
AAPL,2022-02-18,Hybrid,BUY,10,163.92,156.08,-4.7818
AAPL,2022-02-18,Hybrid,BUY,21,163.92,165.41,0.9086
AAPL,2022-02-18,RL,BUY,1,163.92,161.0,-1.7812
AAPL,2022-02-18,RL,BUY,2,163.92,156.83,-4.3216
AAPL,2022-02-18,RL,BUY,3,163.92,159.45,-2.7257
AAPL,2022-02-18,RL,BUY,5,163.92,161.78,-1.303
AAPL,2022-02-18,RL,BUY,10,163.92,156.08,-4.7818
AAPL,2022-02-18,RL,BUY,21,163.92,165.41,0.9086
AAPL,2022-02-22,Hybrid,BUY,1,161.0,156.83,-2.5864
AAPL,2022-02-22,Hybrid,BUY,2,161.0,159.45,-0.9616
AAPL,2022-02-22,Hybrid,BUY,3,161.0,161.52,0.3225
AAPL,2022-02-22,Hybrid,BUY,5,161.0,159.9,-0.6816
AAPL,2022-02-22,Hybrid,BUY,10,161.0,154.26,-4.187
AAPL,2022-02-22,Hybrid,BUY,21,161.0,166.77,3.5845
AAPL,2022-02-22,RL,BUY,1,161.0,156.83,-2.5864
AAPL,2022-02-22,RL,BUY,2,161.0,159.45,-0.9616
AAPL,2022-02-22,RL,BUY,3,161.0,161.52,0.3225
AAPL,2022-02-22,RL,BUY,5,161.0,159.9,-0.6816
AAPL,2022-02-22,RL,BUY,10,161.0,154.26,-4.187
AAPL,2022-02-22,RL,BUY,21,161.0,166.77,3.5845
AAPL,2022-02-23,Hybrid,BUY,1,156.83,159.45,1.668
AAPL,2022-02-23,Hybrid,BUY,2,156.83,161.52,2.9862
AAPL,2022-02-23,Hybrid,BUY,3,156.83,161.78,3.1549
AAPL,2022-02-23,Hybrid,BUY,5,156.83,163.19,4.0545
AAPL,2022-02-23,Hybrid,BUY,10,156.83,159.66,1.7992
AAPL,2022-02-23,Hybrid,BUY,21,156.83,170.55,8.7462
AAPL,2022-02-23,RL,BUY,1,156.83,159.45,1.668
AAPL,2022-02-23,RL,BUY,2,156.83,161.52,2.9862
AAPL,2022-02-23,RL,BUY,3,156.83,161.78,3.1549
AAPL,2022-02-23,RL,BUY,5,156.83,163.19,4.0545
AAPL,2022-02-23,RL,BUY,10,156.83,159.66,1.7992
AAPL,2022-02-23,RL,BUY,21,156.83,170.55,8.7462
AAPL,2022-02-24,Hybrid,BUY,1,159.45,161.52,1.2966
AAPL,2022-02-24,Hybrid,BUY,2,159.45,161.78,1.4625
AAPL,2022-02-24,Hybrid,BUY,3,159.45,159.9,0.2827
AAPL,2022-02-24,Hybrid,BUY,5,159.45,162.87,2.1445
AAPL,2022-02-24,Hybrid,BUY,10,159.45,155.32,-2.5931
AAPL,2022-02-24,Hybrid,BUY,21,159.45,171.19,7.3614
AAPL,2022-02-24,RL,BUY,1,159.45,161.52,1.2966
AAPL,2022-02-24,RL,BUY,2,159.45,161.78,1.4625
AAPL,2022-02-24,RL,BUY,3,159.45,159.9,0.2827
AAPL,2022-02-24,RL,BUY,5,159.45,162.87,2.1445
AAPL,2022-02-24,RL,BUY,10,159.45,155.32,-2.5931
AAPL,2022-02-24,RL,BUY,21,159.45,171.19,7.3614
AAPL,2022-02-25,Hybrid,BUY,1,161.52,161.78,0.1638
AAPL,2022-02-25,Hybrid,BUY,2,161.52,159.9,-1.0009
AAPL,2022-02-25,Hybrid,BUY,3,161.52,163.19,1.0373
AAPL,2022-02-25,Hybrid,BUY,5,161.52,159.87,-1.0191
AAPL,2022-02-25,Hybrid,BUY,10,161.52,151.6,-6.1389
AAPL,2022-02-25,Hybrid,BUY,21,161.52,172.05,6.5211
AAPL,2022-02-25,RL,BUY,1,161.52,161.78,0.1638
AAPL,2022-02-25,RL,BUY,2,161.52,159.9,-1.0009
AAPL,2022-02-25,RL,BUY,3,161.52,163.19,1.0373
AAPL,2022-02-25,RL,BUY,5,161.52,159.87,-1.0191
AAPL,2022-02-25,RL,BUY,10,161.52,151.6,-6.1389
AAPL,2022-02-25,RL,BUY,21,161.52,172.05,6.5211
AAPL,2022-02-28,Hybrid,BUY,1,161.78,159.9,-1.1628
AAPL,2022-02-28,Hybrid,BUY,2,161.78,163.19,0.8721
AAPL,2022-02-28,Hybrid,BUY,3,161.78,162.87,0.6722
AAPL,2022-02-28,Hybrid,BUY,5,161.78,156.08,-3.5247
AAPL,2022-02-28,Hybrid,BUY,10,161.78,147.58,-8.7815
AAPL,2022-02-28,Hybrid,BUY,21,161.78,175.34,8.3818
AAPL,2022-02-28,RL,BUY,1,161.78,159.9,-1.1628
AAPL,2022-02-28,RL,BUY,2,161.78,163.19,0.8721
AAPL,2022-02-28,RL,BUY,3,161.78,162.87,0.6722
AAPL,2022-02-28,RL,BUY,5,161.78,156.08,-3.5247
AAPL,2022-02-28,RL,BUY,10,161.78,147.58,-8.7815
AAPL,2022-02-28,RL,BUY,21,161.78,175.34,8.3818
AAPL,2022-03-01,Hybrid,BUY,1,159.9,163.19,2.0588
AAPL,2022-03-01,Hybrid,BUY,2,159.9,162.87,1.8566
AAPL,2022-03-01,Hybrid,BUY,3,159.9,159.87,-0.0184
AAPL,2022-03-01,Hybrid,BUY,5,159.9,154.26,-3.5294
AAPL,2022-03-01,Hybrid,BUY,10,159.9,151.95,-4.9694
AAPL,2022-03-01,Hybrid,BUY,21,159.9,174.18,8.9277
AAPL,2022-03-01,RL,BUY,1,159.9,163.19,2.0588
AAPL,2022-03-01,RL,BUY,2,159.9,162.87,1.8566
AAPL,2022-03-01,RL,BUY,3,159.9,159.87,-0.0184
AAPL,2022-03-01,RL,BUY,5,159.9,154.26,-3.5294
AAPL,2022-03-01,RL,BUY,10,159.9,151.95,-4.9694
AAPL,2022-03-01,RL,BUY,21,159.9,174.18,8.9277
AAPL,2022-03-02,Hybrid,BUY,1,163.19,162.87,-0.1981
AAPL,2022-03-02,Hybrid,BUY,2,163.19,159.87,-2.0353
AAPL,2022-03-02,Hybrid,BUY,3,163.19,156.08,-4.3588
AAPL,2022-03-02,Hybrid,BUY,5,163.19,159.66,-2.1674
AAPL,2022-03-02,Hybrid,BUY,10,163.19,156.36,-4.1847
AAPL,2022-03-02,Hybrid,BUY,21,163.19,171.08,4.8331
AAPL,2022-03-02,RL,BUY,1,163.19,162.87,-0.1981
AAPL,2022-03-02,RL,BUY,2,163.19,159.87,-2.0353
AAPL,2022-03-02,RL,BUY,3,163.19,156.08,-4.3588
AAPL,2022-03-02,RL,BUY,5,163.19,159.66,-2.1674
AAPL,2022-03-02,RL,BUY,10,163.19,156.36,-4.1847
AAPL,2022-03-02,RL,BUY,21,163.19,171.08,4.8331
AAPL,2022-03-03,Hybrid,BUY,1,162.87,159.87,-1.8408
AAPL,2022-03-03,Hybrid,BUY,2,162.87,156.08,-4.1689
AAPL,2022-03-03,Hybrid,BUY,3,162.87,154.26,-5.2879
AAPL,2022-03-03,Hybrid,BUY,5,162.87,155.32,-4.6381
AAPL,2022-03-03,Hybrid,BUY,10,162.87,157.37,-3.3748
AAPL,2022-03-03,Hybrid,BUY,21,162.87,170.79,4.8607
AAPL,2022-03-03,RL,BUY,1,162.87,159.87,-1.8408
AAPL,2022-03-03,RL,BUY,2,162.87,156.08,-4.1689
AAPL,2022-03-03,RL,BUY,3,162.87,154.26,-5.2879
AAPL,2022-03-03,RL,BUY,5,162.87,155.32,-4.6381
AAPL,2022-03-03,RL,BUY,10,162.87,157.37,-3.3748
AAPL,2022-03-03,RL,BUY,21,162.87,170.79,4.8607
AAPL,2022-03-04,Hybrid,BUY,1,159.87,156.08,-2.3718
AAPL,2022-03-04,Hybrid,BUY,2,159.87,154.26,-3.5117
AAPL,2022-03-04,Hybrid,BUY,3,159.87,159.66,-0.1348
AAPL,2022-03-04,Hybrid,BUY,5,159.87,151.6,-5.1725
AAPL,2022-03-04,Hybrid,BUY,10,159.87,160.67,0.4964
AAPL,2022-03-04,Hybrid,BUY,21,159.87,174.83,9.3583
AAPL,2022-03-04,RL,BUY,1,159.87,156.08,-2.3718
AAPL,2022-03-04,RL,BUY,2,159.87,154.26,-3.5117
AAPL,2022-03-04,RL,BUY,3,159.87,159.66,-0.1348
AAPL,2022-03-04,RL,BUY,5,159.87,151.6,-5.1725
AAPL,2022-03-04,RL,BUY,10,159.87,160.67,0.4964
AAPL,2022-03-04,RL,BUY,21,159.87,174.83,9.3583
AAPL,2022-03-07,Hybrid,BUY,1,156.08,154.26,-1.1676
AAPL,2022-03-07,Hybrid,BUY,2,156.08,159.66,2.2913
AAPL,2022-03-07,Hybrid,BUY,3,156.08,155.32,-0.4896
AAPL,2022-03-07,Hybrid,BUY,5,156.08,147.58,-5.4488
AAPL,2022-03-07,Hybrid,BUY,10,156.08,162.04,3.8167
AAPL,2022-03-07,Hybrid,BUY,21,156.08,171.52,9.8933
AAPL,2022-03-07,RL,BUY,1,156.08,154.26,-1.1676
AAPL,2022-03-07,RL,BUY,2,156.08,159.66,2.2913
AAPL,2022-03-07,RL,BUY,3,156.08,155.32,-0.4896
AAPL,2022-03-07,RL,BUY,5,156.08,147.58,-5.4488
AAPL,2022-03-07,RL,BUY,10,156.08,162.04,3.8167
AAPL,2022-03-07,RL,BUY,21,156.08,171.52,9.8933
AAPL,2022-03-08,Hybrid,BUY,1,154.26,159.66,3.4997
AAPL,2022-03-08,Hybrid,BUY,2,154.26,155.32,0.686
AAPL,2022-03-08,Hybrid,BUY,3,154.26,151.6,-1.7213
AAPL,2022-03-08,Hybrid,BUY,5,154.26,151.95,-1.4926
AAPL,2022-03-08,Hybrid,BUY,10,154.26,165.41,7.2282
AAPL,2022-03-08,Hybrid,BUY,21,154.26,168.36,9.14
AAPL,2022-03-08,RL,BUY,1,154.26,159.66,3.4997
AAPL,2022-03-08,RL,BUY,2,154.26,155.32,0.686
AAPL,2022-03-08,RL,BUY,3,154.26,151.6,-1.7213
AAPL,2022-03-08,RL,BUY,5,154.26,151.95,-1.4926
AAPL,2022-03-08,RL,BUY,10,154.26,165.41,7.2282
AAPL,2022-03-08,RL,BUY,21,154.26,168.36,9.14
AAPL,2022-03-09,Hybrid,BUY,1,159.66,155.32,-2.7186
AAPL,2022-03-09,Hybrid,BUY,2,159.66,151.6,-5.0445
AAPL,2022-03-09,Hybrid,BUY,3,159.66,147.58,-7.5667
AAPL,2022-03-09,Hybrid,BUY,5,159.66,156.36,-2.062
AAPL,2022-03-09,Hybrid,BUY,10,159.66,166.77,4.4554
AAPL,2022-03-09,Hybrid,BUY,21,159.66,168.66,5.6398
AAPL,2022-03-09,RL,BUY,1,159.66,155.32,-2.7186
AAPL,2022-03-09,RL,BUY,2,159.66,151.6,-5.0445
AAPL,2022-03-09,RL,BUY,3,159.66,147.58,-7.5667
AAPL,2022-03-09,RL,BUY,5,159.66,156.36,-2.062
AAPL,2022-03-09,RL,BUY,10,159.66,166.77,4.4554
AAPL,2022-03-09,RL,BUY,21,159.66,168.66,5.6398
AAPL,2022-03-10,Hybrid,BUY,1,155.32,151.6,-2.3909
AAPL,2022-03-10,Hybrid,BUY,2,155.32,147.58,-4.9836
AAPL,2022-03-10,Hybrid,BUY,3,155.32,151.95,-2.1638
AAPL,2022-03-10,Hybrid,BUY,5,155.32,157.37,1.3247
AAPL,2022-03-10,Hybrid,BUY,10,155.32,170.55,9.8095
AAPL,2022-03-10,Hybrid,BUY,21,155.32,166.65,7.2988
AAPL,2022-03-10,RL,BUY,1,155.32,151.6,-2.3909
AAPL,2022-03-10,RL,BUY,2,155.32,147.58,-4.9836
AAPL,2022-03-10,RL,BUY,3,155.32,151.95,-2.1638
AAPL,2022-03-10,RL,BUY,5,155.32,157.37,1.3247
AAPL,2022-03-10,RL,BUY,10,155.32,170.55,9.8095
AAPL,2022-03-10,RL,BUY,21,155.32,166.65,7.2988
AAPL,2022-03-11,Hybrid,BUY,1,151.6,147.58,-2.6563
AAPL,2022-03-11,Hybrid,BUY,2,151.6,151.95,0.2326
AAPL,2022-03-11,Hybrid,BUY,3,151.6,156.36,3.141
AAPL,2022-03-11,Hybrid,BUY,5,151.6,160.67,5.9782
AAPL,2022-03-11,Hybrid,BUY,10,151.6,171.19,12.9193
AAPL,2022-03-11,Hybrid,BUY,21,151.6,162.4,7.1221
AAPL,2022-03-11,RL,BUY,1,151.6,147.58,-2.6563
AAPL,2022-03-11,RL,BUY,2,151.6,151.95,0.2326
AAPL,2022-03-11,RL,BUY,3,151.6,156.36,3.141
AAPL,2022-03-11,RL,BUY,5,151.6,160.67,5.9782
AAPL,2022-03-11,RL,BUY,10,151.6,171.19,12.9193
AAPL,2022-03-11,RL,BUY,21,151.6,162.4,7.1221
AAPL,2022-03-14,Hybrid,BUY,1,147.58,151.95,2.9677
AAPL,2022-03-14,Hybrid,BUY,2,147.58,156.36,5.9554
AAPL,2022-03-14,Hybrid,BUY,3,147.58,157.37,6.6392
AAPL,2022-03-14,Hybrid,BUY,5,147.58,162.04,9.7995
AAPL,2022-03-14,Hybrid,BUY,10,147.58,172.05,16.5848
AAPL,2022-03-14,Hybrid,BUY,21,147.58,164.27,11.3132
AAPL,2022-03-14,RL,BUY,1,147.58,151.95,2.9677
AAPL,2022-03-14,RL,BUY,2,147.58,156.36,5.9554
AAPL,2022-03-14,RL,BUY,3,147.58,157.37,6.6392
